,school_id,school_name,region,province,municipality,division,year_level,gender,enrollment,latitude,longitude
0,301165,Alfonso National High School,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,first year,male,145,14.131842,120.855579
1,301166,Amadeo NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,first year,male,242,14.1671436,120.9252487
2,301167,Amaya Sch. of Home Industries,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,first year,male,561,14.36943629,120.8250083
3,301168,Anuling NHS,Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,first year,male,41,14.117203,120.895529
4,301169,Constancio E. Aure Sr. NHS (Asis NHS),Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,first year,male,146,14.137124,120.8996125
5,301170,Bacoor NHS-Tabing Dagat Annex,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,first year,male,553,14.46137211,120.9399464
6,301171,Bacoor NHS - Molino Main,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,first year,male,1296,14.42260395,120.9760045
7,301172,Bagbag NHS (Ligtong NHS),Region IV-A - CALABARZON,Cavite,Rosario,Cavite,first year,male,295,14.42055062,120.8663115
8,301173,Bendita NHS,Region IV-A - CALABARZON,Cavite,Magallanes,Cavite,first year,male,68,14.190337,120.757057
9,301174,Binakayan NHS,Region IV-A - CALABARZON,Cavite,Kawit,Cavite,first year,male,189,14.45735869,120.9218737
10,301175,Bucal NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,first year,male,252,14.2734993,120.7538741
11,301176,Caluangan NHS,Region IV-A - CALABARZON,Cavite,Magallanes,Cavite,first year,male,31,14.1542253,120.7738827
12,301177,Carmona National High School,Region IV-A - CALABARZON,Cavite,Carmona,Cavite,first year,male,743,14.31445067,121.0543399
13,301178,Cavite Nat'l. Science HS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,first year,male,70,14.2771274,120.734616
14,301179,Congressional NHS,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,453,14.31801812,120.9523872
15,301180,Bulihan NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,701,14.27975861,120.9964593
16,301181,New Era National High School,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,260,14.27936536,120.9652935
17,301182,Paliparan NHS (Dasmarinas NHS - Paliparan Annex),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,658,14.31855645,120.9822704
18,301183,Dasmarinas East NHS (Annex C),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,553,14.32134701,120.9714473
19,301184,Dasmarinas North National High School (Annex G),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,668,14.34072158,120.950604
20,301185,Dasmarinas West NHS (Annex J),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,470,14.32014633,120.9565315
21,301186,Dasmarinas NHS,Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,1031,14.32384724,120.9610739
22,301187,Pag-asa NHS (Dasmarinas NHS - Pag-asa Annex),Region IV-A - CALABARZON,Cavite,City Of Dasmarinas,Dasmarinas City,first year,male,250,14.31487459,120.9757788
23,301188,Eastern Bacoor NHS,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,first year,male,452,14.3972908,120.9900803
24,301189,Emiliano T. Tirona MNHS,Region IV-A - CALABARZON,Cavite,Kawit,Cavite,first year,male,500,14.44075148,120.9085484
25,301190,Gen. Emilio Aguinaldo NHS (Imus),Region IV-A - CALABARZON,Cavite,Imus,Imus City,first year,male,1180,14.4277054,120.9464661
26,301191,Gen. Emilio Aguinaldo NHS (Bailen),Region IV-A - CALABARZON,Cavite,General Emilio Aguinaldo,Cavite,first year,male,123,14.181841,120.799784
27,301192,Gen. Mariano Alvarez Tech. HS,Region IV-A - CALABARZON,Cavite,Gen. Mariano Alvarez,Cavite,first year,male,1028,14.2984089,121.0083594
28,301193,Gen. Vito Belarmino NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,186,14.20971043,120.9561322
29,301194,Gov. Ferrer MNHS (Main),Region IV-A - CALABARZON,Cavite,General Trias,Cavite,first year,male,634,14.3747904,120.8785629
30,301195,Halang Banaybanay NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,first year,male,29,14.200696,120.931657
31,301196,Imus NHS,Region IV-A - CALABARZON,Cavite,Imus,Imus City,first year,male,1029,14.40703159,120.9262493
32,301197,Kaong NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,131,14.24345295,120.9957229
33,301198,Kaytitinga NHS,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,first year,male,110,14.107962,120.82809
34,301199,Lucsuhin National High School,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,first year,male,131,14.092495,120.8808794
35,301200,Lumampong NHS,Region IV-A - CALABARZON,Cavite,Indang,Cavite,first year,male,90,14.1598297,120.8595221
36,301201,Lumampong NHS - Indang NHS Annex,Region IV-A - CALABARZON,Cavite,Indang,Cavite,first year,male,262,14.1997101,120.8734403
37,301202,Lumil National High School,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,117,14.1773024,121.0058576
38,301203,Malabag NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,144,14.230556,120.974998
39,301204,Maragondon NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,first year,male,190,14.276687,120.735173
40,301205,Munting Ilog NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,first year,male,99,14.21838381,120.996268
41,301206,Naic Coastal NHS,Region IV-A - CALABARZON,Cavite,Naic,Cavite,first year,male,390,14.32962184,120.7600825
42,301207,Naic NHS,Region IV-A - CALABARZON,Cavite,Naic,Cavite,first year,male,216,14.2949787,120.7948301
43,301208,Noveleta NHS,Region IV-A - CALABARZON,Cavite,Noveleta,Cavite,first year,male,216,14.43683214,120.8809579
44,301209,Palocpoc NHS,Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,first year,male,32,14.132747,120.87656
45,301210,Pangil NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,first year,male,42,14.1993579,120.9054803
46,301211,Pulo ni Sara NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,first year,male,20,14.196432,120.819616
47,301212,Rosario National High School,Region IV-A - CALABARZON,Cavite,Rosario,Cavite,first year,male,571,14.41773396,120.8500551
48,301213,San Jose Community HS,Region IV-A - CALABARZON,Cavite,Gen. Mariano Alvarez,Cavite,first year,male,272,14.33023755,121.0353971
49,301214,Santiago National High School,Region IV-A - CALABARZON,Cavite,General Trias,Cavite,first year,male,219,14.345134,120.906383
50,301215,Tagaytay City Nat'l. Science HS,Region IV-A - CALABARZON,Cavite,Tagaytay City,Cavite,first year,male,346,14.1244308,120.9920653
51,301216,Tagaytay City National High School,Region IV-A - CALABARZON,Cavite,Tagaytay City,Cavite,first year,male,378,14.1027758,120.9239323
52,301217,Talon NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,first year,male,35,14.164518,120.925171
53,301218,Tanza NCHS,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,first year,male,782,14.39705791,120.8533422
54,301219,Tanza NTS,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,first year,male,576,14.31853141,120.8607059
55,301220,Taywanak NHS,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,first year,male,21,14.155897,120.845589
56,301221,Ternate NHS,Region IV-A - CALABARZON,Cavite,Ternate,Cavite,first year,male,95,14.284945,120.719353
57,301222,Trece Martires City NHS,Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,first year,male,888,14.2800555,120.8645433
58,301223,Tropical Village National High School,Region IV-A - CALABARZON,Cavite,General Trias,Cavite,first year,male,222,14.3035038,120.917093
59,301224,Aplaya NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,348,14.3179,121.1219694
60,301225,Aplaya National High School Annex I APEX,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,182,14.31579,121.111176
61,301226,Balian NHS,Region IV-A - CALABARZON,Laguna,Pangil,Laguna,first year,male,191,14.39361111,121.4752778
62,301227,Balibago National High School,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,746,14.29768931,121.1044686
63,301228,Banca-Banca NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,first year,male,66,14.202137,121.345886
64,301229,Bigaa NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,first year,male,162,14.2910601,121.1283417
65,301230,Binan National High School,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,first year,male,352,14.3360862,121.080392
66,301231,Bitin NHS,Region IV-A - CALABARZON,Laguna,Bay,Laguna,first year,male,118,14.094407,121.212952
67,301232,Buenavista NHS,Region IV-A - CALABARZON,Laguna,Magdalena,Laguna,first year,male,71,14.22092,121.42865
68,301233,"Bukal NHS, Cavinti",Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,first year,male,29,14.239707,121.544624
69,301234,Cabuyao NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,first year,male,665,14.2766529,121.1267574
70,301235,Cabuyao NHS - Casile NHS Annex,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,first year,male,44,14.17003459,121.0195011
71,301236,Calumpang NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,first year,male,141,14.215049,121.395233
72,301237,Calumpang NHS - Lowland NHS Annex,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,first year,male,42,14.183513,121.380043
73,301238,Dayap NHS,Region IV-A - CALABARZON,Laguna,Calauan,Laguna,first year,male,416,14.177688,121.338051
74,301239,Don Jose NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,153,14.2548209,121.0643951
75,301240,Famy National High School,Region IV-A - CALABARZON,Laguna,Famy,Laguna,first year,male,227,14.43805556,121.4508333
76,301241,Gulod NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,first year,male,566,14.25764884,121.164961
77,301242,Ibayiw National High School,Region IV-A - CALABARZON,Laguna,Alaminos,Laguna,first year,male,117,14.058392,121.249657
78,301243,Kabulusan National High School,Region IV-A - CALABARZON,Laguna,Pakil,Laguna,first year,male,128,14.366261,121.401115
79,301244,Liliw National High School,Region IV-A - CALABARZON,Laguna,Liliw,Laguna,first year,male,216,14.128086,121.438667
80,301245,"Linga NHS, Pila",Region IV-A - CALABARZON,Laguna,Pila,Laguna,first year,male,165,14.253933,121.360435
81,301246,Los Banos National HS (Poblacion),Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,first year,male,177,14.17224986,121.2229161
82,301247,Los Banos NHS (Batong Malake),Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,first year,male,599,14.1709152,121.2418545
83,301248,Lumot NHS,Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,first year,male,56,14.26541,121.543556
84,301249,Mabitac NHS,Region IV-A - CALABARZON,Laguna,Mabitac,Laguna,first year,male,64,14.427365,121.430809
85,301250,Masapang NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,first year,male,95,14.192242,121.343447
86,301251,Masaya NHS,Region IV-A - CALABARZON,Laguna,Bay,Laguna,first year,male,113,14.14618923,121.2736166
87,301252,Masico NHS,Region IV-A - CALABARZON,Laguna,Pila,Laguna,first year,male,80,14.206973,121.379784
88,301253,Pagsanjan National High School,Region IV-A - CALABARZON,Laguna,Pagsanjan,Laguna,first year,male,233,14.27638889,121.4522222
89,301254,Nereo R Joaquin NHS,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,first year,male,149,14.342638,121.089607
90,301255,Paagahan NHS,Region IV-A - CALABARZON,Laguna,Mabitac,Laguna,first year,male,60,14.44175961,121.4006233
91,301256,Pacita Complex NHS,Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,first year,male,513,14.34614495,121.0546327
92,301257,Pedro Guevara MNHS,Region IV-A - CALABARZON,Laguna,Santa Cruz (Capital),Laguna,first year,male,969,14.2780459,121.4168695
93,301258,Plaridel NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,first year,male,199,14.111389,121.4180556
94,301259,PULO NATIONAL HIGH SCHOOL,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,first year,male,486,14.24240385,121.1317102
95,301260,Pulong Sta. Cruz NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,233,14.27936302,121.0856938
96,301261,Sampaguita Vill. NHS,Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,first year,male,402,14.34283029,121.0352681
97,301262,Nicolas L. Galvez Memorial national High School,Region IV-A - CALABARZON,Laguna,Bay,Laguna,first year,male,230,14.188381,121.282249
98,301263,San Buenaventura NHS,Region IV-A - CALABARZON,Laguna,Luisiana,Laguna,first year,male,22,14.196942,121.55513
99,301264,San Francisco NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,first year,male,65,14.211492,121.343803
100,301265,Alaminos National High School,Region IV-A - CALABARZON,Laguna,Alaminos,Laguna,first year,male,212,14.065402,121.244041
101,301266,"San Juan NHS, Kalayaan",Region IV-A - CALABARZON,Laguna,Kalayaan,Laguna,first year,male,124,14.32805556,121.4797222
102,301268,Sta. Catalina NHS,Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,first year,male,205,14.144672,121.472282
103,301269,Sta. Maria NHS,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,first year,male,198,14.46868469,121.4243537
104,301270,Gaudencio Octavio National High School,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,first year,male,27,14.51018535,121.4346114
105,301271,Santa Maria NHS - J. Santiago Annex,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,first year,male,49,14.56320176,121.4414725
106,301272,Sto. Domingo National High School,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,first year,male,178,14.22892162,121.0480927
107,301273,Siniloan National High School,Region IV-A - CALABARZON,Laguna,Siniloan,Laguna,first year,male,317,14.41391806,121.4481334
108,301274,Gov. Felicisimo T. San Luis National Agro-Industrial High School,Region IV-A - CALABARZON,Laguna,Siniloan,Laguna,first year,male,74,14.481125,121.496452
109,301275,Suba NHS,Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,first year,male,52,14.174136,121.443825
110,301276,Talangan NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,first year,male,143,14.159047,121.409737
111,301277,Unson National High School,Region IV-A - CALABARZON,Laguna,Pagsanjan,Laguna,first year,male,86,14.273056,121.453888
112,301278,Upland NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,first year,male,32,14.122592,121.428795
113,301279,Lumban National High School,Region IV-A - CALABARZON,Laguna,Lumban,Laguna,first year,male,181,14.308149,121.457489
114,301484,Cavite National High School,Region IV-A - CALABARZON,Cavite,Cavite City,Cavite City,first year,male,807,14.4829835,120.8971355
115,301485,Sangley Point NHS,Region IV-A - CALABARZON,Cavite,Cavite City,Cavite City,first year,male,187,14.49316312,120.9073659
116,301503,San Cristobal National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,72,14.039341,121.366943
117,301504,San Pablo City National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,408,14.06722222,121.2952778
118,301505,Col. Lauro D. Dizon Memorial National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,624,14.073753,121.322609
119,301506,Del Remedio National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,126,14.08694444,121.3133333
120,301507,Dolores National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,67,14.107131,121.330972
121,301508,San Bartolome National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,117,14.026517,121.286117
122,301509,Santisimo Rosario National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,108,14.00063609,121.3071199
123,301510,Sto. Angel National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,first year,male,75,14.097256,121.360139
124,301511,Bubuyan National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,31,14.17199592,121.1040232
125,301512,Bunggo National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,41,14.15859107,121.0631445
126,301513,Buntog National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,16,14.18048093,121.0497697
127,301514,Calamba Bayside National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,283,14.21566579,121.1860962
128,301515,Calamba National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,186,14.22005107,121.164732
129,301516,Camp Vicente Lim NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,384,14.21490529,121.122916
130,301517,Canlubang National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,12,14.215881,121.051056
131,301518,"Eduardo Barretto, Sr. NHS",Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,234,14.180269,121.185005
132,301519,Looc NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,227,14.2226896,121.1773941
133,301520,Mabato NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,49,14.15756839,121.0384418
134,301521,Kapayapaan NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,275,14.20435108,121.0962078
135,301522,Majada In NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,108,14.18130521,121.08264
136,301523,Makiling National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,245,14.154368,121.137413
137,301524,Palo Alto National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,214,14.18470706,121.107266
138,301525,Punta National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,302,14.17692403,121.1176355
139,301527,Castor Alviar NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,first year,male,161,14.18229758,121.2003012
140,305288,Dr. Juan G. Nolasco High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,608,14.61786317,120.9699092
141,305289,T. Paez Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,409,14.63032572,120.9669182
142,305290,Gregorio Perfecto High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,190,14.61012554,120.9712977
143,305291,Tondo High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,1,14.61107538,120.9636073
144,305292,Antonio J. Villegas Vocational High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,412,14.6235018,120.9612787
145,305293,F. G. Calderon Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,385,14.631251,120.97892
146,305294,Jose P. Laurel High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,359,14.62661,120.974472
147,305295,Lakan Dula High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,610,14.625141,120.973457
148,305296,"Pres. Sergio Osmena, Sr. High School",NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,200,14.62893366,120.9702679
149,305297,Manuel L. Quezon High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,286,14.6229601,120.9836839
150,305298,Florentino Torres High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,first year,male,610,14.627301,120.973129
151,305299,Dona Teodora Alonzo HS,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,first year,male,245,14.60704626,120.9801173
152,305300,Cayetano Arellano High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,first year,male,599,14.60588903,120.9791071
153,305301,Ramon Q. Avancena High School,NCR - National Capital Region,"Manila, Ncr, First District",Quiapo,Manila,first year,male,64,14.59368608,120.9896692
154,305302,Jose Abad Santos High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,first year,male,635,14.60297914,120.9738459
155,305303,Raja Soliman Science and Technology High School,NCR - National Capital Region,"Manila, Ncr, First District",San Nicolas,Manila,first year,male,557,14.60501129,120.9729914
156,305304,Esteban Abada High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,first year,male,267,14.62199502,120.9942394
157,305305,Antonio A. Maceda Integrated School (HS),NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,first year,male,242,14.6032,121.01181
158,305306,Ramon Magsaysay High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,first year,male,645,14.61121824,120.9934077
159,305307,Claro M. Recto High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,first year,male,174,14.59963755,120.994964
160,305308,Valeriano E. Fugoso Memorial High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,first year,male,92,14.6112,120.9930056
161,305309,M.Araullo High School,NCR - National Capital Region,"Manila, Ncr, First District",Ermita,Manila,first year,male,686,14.58330177,120.9852114
162,305310,Carlos P. Garcia High School,NCR - National Capital Region,"Manila, Ncr, First District",Paco,Manila,first year,male,234,14.583431,120.995567
163,305311,Manila High School,NCR - National Capital Region,"Manila, Ncr, First District",Intramuros,Manila,first year,male,186,14.5890453,120.9784943
164,305312,Manila Science High School,NCR - National Capital Region,"Manila, Ncr, First District",Ermita,Manila,first year,male,127,14.58057391,120.9863045
165,305313,I. Villamor High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,first year,male,344,14.57603362,121.0085442
166,305314,Gen. E. Aguinaldo Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,first year,male,117,14.58590813,121.0107522
167,305315,Victoriano Mapa High School,NCR - National Capital Region,"Manila, Ncr, First District",San Miguel,Manila,first year,male,538,14.59793346,120.9922785
168,305316,Mariano Marcos Memorial High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,first year,male,444,14.58257351,121.0071404
169,305317,Elpidio Quirino High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,first year,male,233,14.58968,121.017486
170,305318,Manuel A. Roxas High School,NCR - National Capital Region,"Manila, Ncr, First District",Paco,Manila,first year,male,452,14.58161613,120.9988701
171,305319,Eulogio Rodriguez Vocational High School,NCR - National Capital Region,"Manila, Ncr, First District",City Of Manila,Manila,first year,male,337,14.59812588,121.0016535
172,305320,Balingasa HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,137,14.6482852,121.0044626
173,305321,Judge Juan Luna HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,306,14.65041,121.02127
174,305322,"Eulogio Rodriguez, Jr. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,266,14.634159,120.993263
175,305323,San Jose HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,121,14.639981,120.99337
176,305324,"Sergio Osmena, Sr. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,257,14.6393449,121.0070078
177,305325,Masambong HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,176,14.6425546,121.0107903
178,305326,Ernesto Rondon HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,521,14.6644535,121.0375946
179,305327,San Francisco High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,823,14.65825,121.02777
180,305328,Pugad Lawin HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,186,14.6645262,121.0171029
181,305329,Quezon City Science HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,15,14.659893,121.029236
182,305330,Batasan Hills National HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,1579,14.6896267,121.0949726
183,305331,Commonwealth HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,864,14.69897778,121.081625
184,305332,Bagong Silangan HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,721,14.696121,121.10939
185,305333,Culiat High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,349,14.669785,121.054688
186,305334,Tandang Sora NHS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,484,14.68173611,121.0325722
187,305335,Ismael Mathay Sr. High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,434,14.6757,121.021975
188,305336,Lagro HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,666,14.727721,121.067016
189,305337,Justice Cecilia Munoz Palma HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,1060,14.71353,121.09465
190,305338,Maligaya HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,457,14.74119722,121.065475
191,305339,North Fairview HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,682,14.742762,121.063904
192,305340,Novaliches HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,733,14.727838,121.031181
193,305341,San Bartolome HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,1032,14.70045,121.0333028
194,305342,Sta. Lucia HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,535,14.705971,121.048042
195,305343,New Era High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,454,14.6671,121.057991
196,305344,Sauyo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,539,14.69118333,121.0490278
197,305345,Balara HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,357,14.6445,121.07904
198,305346,Camp Gen. E. Aguinaldo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,258,14.613963,121.063171
199,305347,Carlos P. Garcia HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,122,14.6299189,121.0544339
200,305348,Jose P. Laurel Sr. High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,217,14.622301,121.06826
201,305349,Don Quintin Paredes HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,84,14.634216,121.059425
202,305350,Quirino HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,371,14.6306824,121.0675758
203,305352,Juan Sumulong High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,165,14.623382,121.060341
204,305353,Krus na Ligas HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,274,14.645841,121.0606
205,305354,Flora A. Ylagan HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,182,14.640122,121.049309
206,305355,Carlos L. Albert HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,530,14.61304,121.015869
207,305356,Ponciano Bernardo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,first year,male,93,14.615769,121.04789
