,school_id,school_name,region,province,municipality,division,year_level,gender,enrollment,latitude,longitude
1911,301188,Eastern Bacoor NHS,Region IV-A - CALABARZON,Cavite,Bacoor,Bacoor City,third year,male,311,14.3972908,120.9900803
1912,301189,Emiliano T. Tirona MNHS,Region IV-A - CALABARZON,Cavite,Kawit,Cavite,third year,male,396,14.44075148,120.9085484
1913,301190,Gen. Emilio Aguinaldo NHS (Imus),Region IV-A - CALABARZON,Cavite,Imus,Imus City,third year,male,935,14.4277054,120.9464661
1914,301191,Gen. Emilio Aguinaldo NHS (Bailen),Region IV-A - CALABARZON,Cavite,General Emilio Aguinaldo,Cavite,third year,male,106,14.181841,120.799784
1915,301192,Gen. Mariano Alvarez Tech. HS,Region IV-A - CALABARZON,Cavite,Gen. Mariano Alvarez,Cavite,third year,male,841,14.2984089,121.0083594
1916,301193,Gen. Vito Belarmino NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,male,166,14.20971043,120.9561322
1917,301194,Gov. Ferrer MNHS (Main),Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,male,512,14.3747904,120.8785629
1918,301195,Halang Banaybanay NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,third year,male,41,14.200696,120.931657
1919,301196,Imus NHS,Region IV-A - CALABARZON,Cavite,Imus,Imus City,third year,male,928,14.40703159,120.9262493
1920,301197,Kaong NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,male,129,14.24345295,120.9957229
1921,301198,Kaytitinga NHS,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,third year,male,91,14.107962,120.82809
1922,301199,Lucsuhin National High School,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,third year,male,96,14.092495,120.8808794
1923,301200,Lumampong NHS,Region IV-A - CALABARZON,Cavite,Indang,Cavite,third year,male,56,14.1598297,120.8595221
1924,301201,Lumampong NHS - Indang NHS Annex,Region IV-A - CALABARZON,Cavite,Indang,Cavite,third year,male,264,14.1997101,120.8734403
1925,301202,Lumil National High School,Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,male,86,14.1773024,121.0058576
1926,301203,Malabag NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,male,93,14.230556,120.974998
1927,301204,Maragondon NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,third year,male,179,14.276687,120.735173
1928,301205,Munting Ilog NHS,Region IV-A - CALABARZON,Cavite,Silang,Cavite,third year,male,111,14.21838381,120.996268
1929,301206,Naic Coastal NHS,Region IV-A - CALABARZON,Cavite,Naic,Cavite,third year,male,247,14.32962184,120.7600825
1930,301207,Naic NHS,Region IV-A - CALABARZON,Cavite,Naic,Cavite,third year,male,174,14.2949787,120.7948301
1931,301208,Noveleta NHS,Region IV-A - CALABARZON,Cavite,Noveleta,Cavite,third year,male,186,14.43683214,120.8809579
1932,301209,Palocpoc NHS,Region IV-A - CALABARZON,Cavite,Mendez (Mendez-Nunez),Cavite,third year,male,30,14.132747,120.87656
1933,301210,Pangil NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,third year,male,33,14.1993579,120.9054803
1934,301211,Pulo ni Sara NHS,Region IV-A - CALABARZON,Cavite,Maragondon,Cavite,third year,male,18,14.196432,120.819616
1935,301212,Rosario National High School,Region IV-A - CALABARZON,Cavite,Rosario,Cavite,third year,male,445,14.41773396,120.8500551
1936,301213,San Jose Community HS,Region IV-A - CALABARZON,Cavite,Gen. Mariano Alvarez,Cavite,third year,male,259,14.33023755,121.0353971
1937,301214,Santiago National High School,Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,male,139,14.345134,120.906383
1938,301215,Tagaytay City Nat'l. Science HS,Region IV-A - CALABARZON,Cavite,Tagaytay City,Cavite,third year,male,319,14.1244308,120.9920653
1939,301216,Tagaytay City National High School,Region IV-A - CALABARZON,Cavite,Tagaytay City,Cavite,third year,male,314,14.1027758,120.9239323
1940,301217,Talon NHS,Region IV-A - CALABARZON,Cavite,Amadeo,Cavite,third year,male,36,14.164518,120.925171
1941,301218,Tanza NCHS,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,third year,male,634,14.39705791,120.8533422
1942,301219,Tanza NTS,Region IV-A - CALABARZON,Cavite,Tanza,Cavite,third year,male,552,14.31853141,120.8607059
1943,301220,Taywanak NHS,Region IV-A - CALABARZON,Cavite,Alfonso,Cavite,third year,male,10,14.155897,120.845589
1944,301221,Ternate NHS,Region IV-A - CALABARZON,Cavite,Ternate,Cavite,third year,male,130,14.284945,120.719353
1945,301222,Trece Martires City NHS,Region IV-A - CALABARZON,Cavite,Trece Martires City (Capital),Cavite,third year,male,751,14.2800555,120.8645433
1946,301223,Tropical Village National High School,Region IV-A - CALABARZON,Cavite,General Trias,Cavite,third year,male,166,14.3035038,120.917093
1947,301224,Aplaya NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,258,14.3179,121.1219694
1948,301225,Aplaya National High School Annex I APEX,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,120,14.31579,121.111176
1949,301226,Balian NHS,Region IV-A - CALABARZON,Laguna,Pangil,Laguna,third year,male,176,14.39361111,121.4752778
1950,301227,Balibago National High School,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,611,14.29768931,121.1044686
1951,301228,Banca-Banca NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,third year,male,58,14.202137,121.345886
1952,301229,Bigaa NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,male,136,14.2910601,121.1283417
1953,301230,Binan National High School,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,male,272,14.3360862,121.080392
1954,301231,Bitin NHS,Region IV-A - CALABARZON,Laguna,Bay,Laguna,third year,male,87,14.094407,121.212952
1955,301232,Buenavista NHS,Region IV-A - CALABARZON,Laguna,Magdalena,Laguna,third year,male,65,14.22092,121.42865
1956,301233,"Bukal NHS, Cavinti",Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,third year,male,45,14.239707,121.544624
1957,301234,Cabuyao NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,male,558,14.2766529,121.1267574
1958,301235,Cabuyao NHS - Casile NHS Annex,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,male,29,14.17003459,121.0195011
1959,301236,Calumpang NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,third year,male,139,14.215049,121.395233
1960,301237,Calumpang NHS - Lowland NHS Annex,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,third year,male,31,14.183513,121.380043
1961,301238,Dayap NHS,Region IV-A - CALABARZON,Laguna,Calauan,Laguna,third year,male,426,14.177688,121.338051
1962,301239,Don Jose NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,109,14.2548209,121.0643951
1963,301240,Famy National High School,Region IV-A - CALABARZON,Laguna,Famy,Laguna,third year,male,194,14.43805556,121.4508333
1964,301241,Gulod NHS,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,male,384,14.25764884,121.164961
1965,301242,Ibayiw National High School,Region IV-A - CALABARZON,Laguna,Alaminos,Laguna,third year,male,89,14.058392,121.249657
1966,301243,Kabulusan National High School,Region IV-A - CALABARZON,Laguna,Pakil,Laguna,third year,male,99,14.366261,121.401115
1967,301244,Liliw National High School,Region IV-A - CALABARZON,Laguna,Liliw,Laguna,third year,male,151,14.128086,121.438667
1968,301245,"Linga NHS, Pila",Region IV-A - CALABARZON,Laguna,Pila,Laguna,third year,male,156,14.253933,121.360435
1969,301246,Los Banos National HS (Poblacion),Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,third year,male,160,14.17224986,121.2229161
1970,301247,Los Banos NHS (Batong Malake),Region IV-A - CALABARZON,Laguna,Los Banos,Laguna,third year,male,505,14.1709152,121.2418545
1971,301248,Lumot NHS,Region IV-A - CALABARZON,Laguna,Cavinti,Laguna,third year,male,51,14.26541,121.543556
1972,301249,Mabitac NHS,Region IV-A - CALABARZON,Laguna,Mabitac,Laguna,third year,male,82,14.427365,121.430809
1973,301250,Masapang NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,third year,male,62,14.192242,121.343447
1974,301251,Masaya NHS,Region IV-A - CALABARZON,Laguna,Bay,Laguna,third year,male,113,14.14618923,121.2736166
1975,301252,Masico NHS,Region IV-A - CALABARZON,Laguna,Pila,Laguna,third year,male,55,14.206973,121.379784
1976,301253,Pagsanjan National High School,Region IV-A - CALABARZON,Laguna,Pagsanjan,Laguna,third year,male,160,14.27638889,121.4522222
1977,301254,Nereo R Joaquin NHS,Region IV-A - CALABARZON,Laguna,City Of Binan,Laguna,third year,male,111,14.342638,121.089607
1978,301255,Paagahan NHS,Region IV-A - CALABARZON,Laguna,Mabitac,Laguna,third year,male,31,14.44175961,121.4006233
1979,301256,Pacita Complex NHS,Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,male,473,14.34614495,121.0546327
1980,301257,Pedro Guevara MNHS,Region IV-A - CALABARZON,Laguna,Santa Cruz (Capital),Laguna,third year,male,950,14.2780459,121.4168695
1981,301258,Plaridel NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,third year,male,214,14.111389,121.4180556
1982,301259,PULO NATIONAL HIGH SCHOOL,Region IV-A - CALABARZON,Laguna,Cabuyao,Laguna,third year,male,462,14.24240385,121.1317102
1983,301260,Pulong Sta. Cruz NHS,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,192,14.27936302,121.0856938
1984,301261,Sampaguita Vill. NHS,Region IV-A - CALABARZON,Laguna,San Pedro,Laguna,third year,male,393,14.34283029,121.0352681
1985,301262,Nicolas L. Galvez Memorial national High School,Region IV-A - CALABARZON,Laguna,Bay,Laguna,third year,male,214,14.188381,121.282249
1986,301263,San Buenaventura NHS,Region IV-A - CALABARZON,Laguna,Luisiana,Laguna,third year,male,24,14.196942,121.55513
1987,301264,San Francisco NHS,Region IV-A - CALABARZON,Laguna,Victoria,Laguna,third year,male,53,14.211492,121.343803
1988,301265,Alaminos National High School,Region IV-A - CALABARZON,Laguna,Alaminos,Laguna,third year,male,201,14.065402,121.244041
1989,301266,"San Juan NHS, Kalayaan",Region IV-A - CALABARZON,Laguna,Kalayaan,Laguna,third year,male,104,14.32805556,121.4797222
1990,301268,Sta. Catalina NHS,Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,third year,male,127,14.144672,121.472282
1991,301269,Sta. Maria NHS,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,third year,male,196,14.46868469,121.4243537
1992,301270,Gaudencio Octavio National High School,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,third year,male,31,14.51018535,121.4346114
1993,301271,Santa Maria NHS - J. Santiago Annex,Region IV-A - CALABARZON,Laguna,Santa Maria,Laguna,third year,male,47,14.56320176,121.4414725
1994,301272,Sto. Domingo National High School,Region IV-A - CALABARZON,Laguna,City Of Santa Rosa,Sta. Rosa City,third year,male,138,14.22892162,121.0480927
1995,301273,Siniloan National High School,Region IV-A - CALABARZON,Laguna,Siniloan,Laguna,third year,male,269,14.41391806,121.4481334
1996,301274,Gov. Felicisimo T. San Luis National Agro-Industrial High School,Region IV-A - CALABARZON,Laguna,Siniloan,Laguna,third year,male,66,14.481125,121.496452
1997,301275,Suba NHS,Region IV-A - CALABARZON,Laguna,Majayjay,Laguna,third year,male,34,14.174136,121.443825
1998,301276,Talangan NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,third year,male,113,14.159047,121.409737
1999,301277,Unson National High School,Region IV-A - CALABARZON,Laguna,Pagsanjan,Laguna,third year,male,56,14.273056,121.453888
2000,301278,Upland NHS,Region IV-A - CALABARZON,Laguna,Nagcarlan,Laguna,third year,male,49,14.122592,121.428795
2001,301279,Lumban National High School,Region IV-A - CALABARZON,Laguna,Lumban,Laguna,third year,male,143,14.308149,121.457489
2002,301484,Cavite National High School,Region IV-A - CALABARZON,Cavite,Cavite City,Cavite City,third year,male,607,14.4829835,120.8971355
2003,301485,Sangley Point NHS,Region IV-A - CALABARZON,Cavite,Cavite City,Cavite City,third year,male,157,14.49316312,120.9073659
2004,301503,San Cristobal National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,58,14.039341,121.366943
2005,301504,San Pablo City National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,348,14.06722222,121.2952778
2006,301505,Col. Lauro D. Dizon Memorial National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,514,14.073753,121.322609
2007,301506,Del Remedio National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,89,14.08694444,121.3133333
2008,301507,Dolores National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,40,14.107131,121.330972
2009,301508,San Bartolome National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,98,14.026517,121.286117
2010,301509,Santisimo Rosario National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,89,14.00063609,121.3071199
2011,301510,Sto. Angel National High School,Region IV-A - CALABARZON,Laguna,San Pablo City,San Pablo City,third year,male,54,14.097256,121.360139
2012,301511,Bubuyan National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,24,14.17199592,121.1040232
2013,301512,Bunggo National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,41,14.15859107,121.0631445
2014,301513,Buntog National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,20,14.18048093,121.0497697
2015,301514,Calamba Bayside National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,230,14.21566579,121.1860962
2016,301515,Calamba National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,172,14.22005107,121.164732
2017,301516,Camp Vicente Lim NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,296,14.21490529,121.122916
2018,301517,Canlubang National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,14,14.215881,121.051056
2019,301518,"Eduardo Barretto, Sr. NHS",Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,176,14.180269,121.185005
2020,301519,Looc NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,179,14.2226896,121.1773941
2021,301520,Mabato NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,58,14.15756839,121.0384418
2022,301521,Kapayapaan NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,218,14.20435108,121.0962078
2023,301522,Majada In NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,105,14.18130521,121.08264
2024,301523,Makiling National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,200,14.154368,121.137413
2025,301524,Palo Alto National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,186,14.18470706,121.107266
2026,301525,Punta National High School,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,206,14.17692403,121.1176355
2027,301527,Castor Alviar NHS,Region IV-A - CALABARZON,Laguna,City Of Calamba,Calamba City,third year,male,116,14.18229758,121.2003012
2028,305288,Dr. Juan G. Nolasco High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,463,14.61786317,120.9699092
2029,305289,T. Paez Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,326,14.63032572,120.9669182
2030,305290,Gregorio Perfecto High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,349,14.61012554,120.9712977
2031,305291,Tondo High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,365,14.61107538,120.9636073
2032,305292,Antonio J. Villegas Vocational High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,240,14.6235018,120.9612787
2033,305293,F. G. Calderon Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,356,14.631251,120.97892
2034,305294,Jose P. Laurel High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,362,14.62661,120.974472
2035,305295,Lakan Dula High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,580,14.625141,120.973457
2036,305296,"Pres. Sergio Osmena, Sr. High School",NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,153,14.62893366,120.9702679
2037,305297,Manuel L. Quezon High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,212,14.6229601,120.9836839
2038,305298,Florentino Torres High School,NCR - National Capital Region,"Manila, Ncr, First District",Tondo,Manila,third year,male,617,14.627301,120.973129
2039,305299,Dona Teodora Alonzo HS,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,third year,male,188,14.60704626,120.9801173
2040,305300,Cayetano Arellano High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,third year,male,419,14.60588903,120.9791071
2041,305301,Ramon Q. Avancena High School,NCR - National Capital Region,"Manila, Ncr, First District",Quiapo,Manila,third year,male,78,14.59368608,120.9896692
2042,305302,Jose Abad Santos High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Cruz,Manila,third year,male,469,14.60297914,120.9738459
2043,305303,Raja Soliman Science and Technology High School,NCR - National Capital Region,"Manila, Ncr, First District",San Nicolas,Manila,third year,male,434,14.60501129,120.9729914
2044,305304,Esteban Abada High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,third year,male,259,14.62199502,120.9942394
2045,305305,Antonio A. Maceda Integrated School (HS),NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,third year,male,210,14.6032,121.01181
2046,305306,Ramon Magsaysay High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,third year,male,602,14.61121824,120.9934077
2047,305307,Claro M. Recto High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,third year,male,178,14.59963755,120.994964
2048,305308,Valeriano E. Fugoso Memorial High School,NCR - National Capital Region,"Manila, Ncr, First District",Sampaloc,Manila,third year,male,79,14.6112,120.9930056
2049,305309,M.Araullo High School,NCR - National Capital Region,"Manila, Ncr, First District",Ermita,Manila,third year,male,565,14.58330177,120.9852114
2050,305310,Carlos P. Garcia High School,NCR - National Capital Region,"Manila, Ncr, First District",Paco,Manila,third year,male,225,14.583431,120.995567
2051,305311,Manila High School,NCR - National Capital Region,"Manila, Ncr, First District",Intramuros,Manila,third year,male,219,14.5890453,120.9784943
2052,305312,Manila Science High School,NCR - National Capital Region,"Manila, Ncr, First District",Ermita,Manila,third year,male,115,14.58057391,120.9863045
2053,305313,I. Villamor High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,third year,male,244,14.57603362,121.0085442
2054,305314,Gen. E. Aguinaldo Integrated School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,third year,male,96,14.58590813,121.0107522
2055,305315,Victoriano Mapa High School,NCR - National Capital Region,"Manila, Ncr, First District",San Miguel,Manila,third year,male,428,14.59793346,120.9922785
2056,305316,Mariano Marcos Memorial High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,third year,male,371,14.58257351,121.0071404
2057,305317,Elpidio Quirino High School,NCR - National Capital Region,"Manila, Ncr, First District",Santa Ana,Manila,third year,male,148,14.58968,121.017486
2058,305318,Manuel A. Roxas High School,NCR - National Capital Region,"Manila, Ncr, First District",Paco,Manila,third year,male,332,14.58161613,120.9988701
2059,305319,Eulogio Rodriguez Vocational High School,NCR - National Capital Region,"Manila, Ncr, First District",City Of Manila,Manila,third year,male,311,14.59812588,121.0016535
2060,305320,Balingasa HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,157,14.6482852,121.0044626
2061,305321,Judge Juan Luna HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,320,14.65041,121.02127
2062,305322,"Eulogio Rodriguez, Jr. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,294,14.634159,120.993263
2063,305323,San Jose HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,105,14.639981,120.99337
2064,305324,"Sergio Osmena, Sr. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,282,14.6393449,121.0070078
2065,305325,Masambong HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,184,14.6425546,121.0107903
2066,305326,Ernesto Rondon HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,415,14.6644535,121.0375946
2067,305327,San Francisco High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,625,14.65825,121.02777
2068,305328,Pugad Lawin HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,173,14.6645262,121.0171029
2069,305329,Quezon City Science HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,115,14.659893,121.029236
2070,305330,Batasan Hills National HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,1568,14.6896267,121.0949726
2071,305331,Commonwealth HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,959,14.69897778,121.081625
2072,305332,Bagong Silangan HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,670,14.696121,121.10939
2073,305333,Culiat High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,321,14.669785,121.054688
2074,305334,Tandang Sora NHS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,487,14.68173611,121.0325722
2075,305335,Ismael Mathay Sr. High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,404,14.6757,121.021975
2076,305336,Lagro HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,709,14.727721,121.067016
2077,305337,Justice Cecilia Munoz Palma HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,831,14.71353,121.09465
2078,305338,Maligaya HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,382,14.74119722,121.065475
2079,305339,North Fairview HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,704,14.742762,121.063904
2080,305340,Novaliches HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,567,14.727838,121.031181
2081,305341,San Bartolome HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,826,14.70045,121.0333028
2082,305342,Sta. Lucia HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,462,14.705971,121.048042
2083,305343,New Era High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,439,14.6671,121.057991
2084,305344,Sauyo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,482,14.69118333,121.0490278
2085,305345,Balara HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,291,14.6445,121.07904
2086,305346,Camp Gen. E. Aguinaldo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,236,14.613963,121.063171
2087,305347,Carlos P. Garcia HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,131,14.6299189,121.0544339
2088,305348,Jose P. Laurel Sr. High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,184,14.622301,121.06826
2089,305349,Don Quintin Paredes HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,69,14.634216,121.059425
2090,305350,Quirino HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,336,14.6306824,121.0675758
2091,305352,Juan Sumulong High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,176,14.623382,121.060341
2092,305353,Krus na Ligas HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,229,14.645841,121.0606
2093,305354,Flora A. Ylagan HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,183,14.640122,121.049309
2094,305355,Carlos L. Albert HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,418,14.61304,121.015869
2095,305356,Ponciano Bernardo HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,91,14.615769,121.04789
2096,305357,Camp Crame HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,84,14.60611111,121.0516667
2097,305358,Ramon Magsaysay (Cubao) HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,593,14.628862,121.045197
2098,305359,Quezon City High School,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,420,14.629911,121.03833
2099,305360,"Don Alejandro Roces, Sr. Sci. and  Tech. HS",NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,122,14.630269,121.030014
2100,305361,Manuel A. Roxas HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,240,14.630488,121.02343
2101,305362,Dr. Josefa Jara Martinez HS,NCR - National Capital Region,Ncr Second District,Quezon City,Quezon City,third year,male,197,14.622959,121.011452
2102,305363,Pasay City North HS-Main,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,151,14.55194444,121.0013889
2103,305364,Pasay City North HS - Tramo Campus,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,139,14.55163056,121.0020889
2104,305365,Pasay City North HS,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,95,14.98071,120.503738
2105,305366,Pasay City North HS - Mactan Air Base Annex,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,56,10.312357,123.967538
2106,305367,Pasay City East HS,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,444,14.536561,121.0083
2107,305368,Pasay City West HS,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,558,14.544209,120.9957475
2108,305369,Pasay City Science High School,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,62,14.53944444,121.0022222
2109,305370,Pasay City South Hgh School,NCR - National Capital Region,Ncr Fourth District,Pasay City,Pasay City,third year,male,332,14.52916667,121.0216667
2110,305371,Talipapa HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,219,14.691485,121.015327
2111,305372,Bagumbong High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,450,14.74749,121.027641
2112,305373,Sampaguita HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,311,14.769167,121.031111
2113,305374,Camarin HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,1116,14.76172394,121.0436252
2114,305375,Cielito Zamora High School I,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,0,14.74825,121.04969
2115,305376,Amparo High School,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,385,14.751761,121.073188
2116,305377,Pangarap HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,193,14.76429,121.09159
2117,305378,NHC HS,NCR - National Capital Region,Ncr Third District,Kalookan City,Caloocan City,third year,male,106,14.773051,121.069847
