,school_id,school_name,region,province,municipality,division,district,year_level,gender,enrollment,latitude,longitude
196,108142,Dapdap ES,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 1,male,25,14.1547272,121.0274533
197,109759,Dapdapan Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Dapdapan,grade 1,male,48,14.0697992,121.330618
198,107901,DasmariÐas ES,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 1,male,338,14.2990183,120.9589699
199,107917,DasmariÐas II CS (DasmariÐas BBES B),IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 1,male,614,14.2990183,120.9589699
200,108089,David P. Jimenez ES,IV-A (CALABARZON),Cavite,Rosario,Cavite,Rosario,grade 1,male,317,14.4118571,120.8481073
201,164529,DAYAP E.S - ANNEX,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,154,14.1774886,121.3399584
202,108256,Dayap ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,83,14.1800204,121.3341478
203,108189,De Mesa ES,IV-A (CALABARZON),Laguna,Alaminos,Laguna,Alaminos,grade 1,male,50,14.0329224,121.267347
204,164006,De Ocampo ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 1,male,96,14.2999777,120.8585076
205,108190,Del Carmen ES,IV-A (CALABARZON),Laguna,Alaminos,Laguna,Alaminos,grade 1,male,11,14.076768,121.2654979
206,109768,Del Remedio Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Del Remedio,grade 1,male,164,14.0827643,121.3100847
207,108217,Dela Paz Main ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,222,14.3504215,121.0822362
208,108218,Dela Paz West ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,141,14.3489762,121.0809875
209,108316,Dela Paz-San Pablo ES,IV-A (CALABARZON),Laguna,Luisiana,Laguna,Luisiana,grade 1,male,10,14.1808147,121.5498428
210,107959,Diego Mojica MS,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 1,male,90,14.386768,120.8799283
211,108241,Diezmo Elementary School,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 1,male,54,14.230935,121.092664
212,107868,Digman ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 1,male,69,14.4604331,120.9424541
213,108472,Dila Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 1,male,201,14.289533,121.1091884
214,108473,Dita Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District II,grade 1,male,245,14.281596,121.112286
215,109805,Dolores Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 1,male,23,14.109045,121.3323288
216,109793,Don Enrique Bautista Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 1,male,155,14.0589982,121.3282932
217,108474,Don Jose Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District III,grade 1,male,89,14.2549644,121.0643421
218,108012,Dr. Alfredo Pio De Roda ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 1,male,30,14.2114924,120.8658099
219,108379,Dr. Augusto e. Hocson Elem. School,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 1,male,11,14.272535,121.4461327
220,107921,Dr. J. P. Rizal ES (DasmariÐas BBES A-1),IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas II,grade 1,male,415,14.339394,120.955608
221,164511,Dr. Jose Tamayo MES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,81,14.3455847,121.0553694
222,108219,Dr. M. Z. Batista MES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,99,14.3440025,121.0823339
223,108439,Duhat Elementary School,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 1,male,62,14.246754,121.378937
224,107869,Dulong Bayan ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 1,male,70,14.4475859,120.9374332
225,107984,E. Villanueva ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 1,male,32,14.4388135,120.9308171
226,108283,E.W. De Vela ES,IV-A (CALABARZON),Laguna,Mabitac,Laguna,Famy-Mabitac,grade 1,male,5,14.4461711,121.386314
227,109815,Eduardo Barretto Sr. ES.,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 1,male,247,14.1798154,121.1788239
228,107843,Esperanza ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 1,male,32,14.1214038,120.8613785
229,109636,Estansuela ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City III District,grade 1,male,30,14.475928,120.888996
230,108421,Estrella ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 1,male,90,14.3355234,121.0197786
231,108293,Eugenia Games Olarte Reyes Elem. Sch.,IV-A (CALABARZON),Laguna,Mabitac,Laguna,Famy-Mabitac,grade 1,male,20,14.4414961,121.3982191
232,107938,F. De Castro ES,IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 1,male,179,14.2905226,121.0021121
233,108019,F. Ilano MES (Pulborista ES),IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 1,male,59,14.4507,120.927
234,107939,Family Village Resources ES (FVR),IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,Cavite,General Mariano Alvarez,grade 1,male,204,14.3050547,121.0054709
235,108284,Famy Elementary School,IV-A (CALABARZON),Laguna,Famy,Laguna,Famy-Mabitac,grade 1,male,172,14.4383219,121.4495015
236,108170,Felipe Calderon ES (Tanza ES),IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 1,male,386,14.397904,120.855102
237,109794,Fernando A. Quisumbing Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,San Francisco,grade 1,male,37,14.0620089,121.3265686
238,108161,Florentino Joya ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 1,male,129,14.4045594,120.8465522
239,108384,FRANCISCO BENITEZ MEMORIAL SCHOOL,IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 1,male,109,14.2746101,121.4540095
240,107902,Francisco E. Barzaga MS,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 1,male,243,14.3239538,120.9345641
241,108491,Francisco K. Redor Sr. MES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 1,male,13,14.4488335,121.4927444
242,108296,FRANCISCO S. BROSAS MEMORIAL ELEMENTARY SCHOOL,IV-A (CALABARZON),Laguna,Liliw,Laguna,Liliw,grade 1,male,22,14.136095,121.435854
243,109781,Fule Almeda Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 1,male,24,14.0705199,121.321489
244,108496,G. Herradura ES (Nanhaya ES),IV-A (CALABARZON),Laguna,Victoria,Laguna,Victoria,grade 1,male,36,14.2308,121.33
245,108347,GAGALOT-TAYTAY ELEM. (ANNEX),IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 1,male,6,14.1151029,121.5038912
246,108346,Gagalot-Taytay ES,IV-A (CALABARZON),Laguna,Majayjay,Laguna,Majayjay,grade 1,male,36,14.1477431,121.4783073
247,108020,Gahak-Marulas Elementary School,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 1,male,107,14.4436156,120.9102809
248,108054,Gahitan ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 1,male,26,14.1348271,120.904421
249,108396,Galalan ES,IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 1,male,11,14.4315458,121.531291
250,108055,Galicia ES,IV-A (CALABARZON),Cavite,Mendez (Mendez-Nunez),Cavite,Mendez,grade 1,male,50,14.1311947,120.9015642
251,108220,Ganado ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,54,14.2841727,121.0765048
252,109628,Garita ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City I District,grade 1,male,36,14.4818329,120.9057794
253,108440,Gatid ES,IV-A (CALABARZON),Laguna,Santa Cruz (Capital),Laguna,Santa Cruz,grade 1,male,115,14.2691095,121.4113308
254,107879,Gawaran ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,462,14.3971008,121.000537
255,107960,Gen. Artemio Ricarte MS,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias II,grade 1,male,156,14.4158115,120.855278
256,107945,"Gen. Gregorio S. Alona, Sr. MES (Biclatan ES)",IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 1,male,233,14.3841667,120.8811111
257,108080,Gen. L. San Miguel ES,IV-A (CALABARZON),Cavite,Noveleta,Cavite,Noveleta,grade 1,male,92,14.4262355,120.8800115
258,107947,Gen. Trias MES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 1,male,140,14.4378071,120.8778305
259,164501,Gisgis ES,IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 1,male,2,14.4030552,121.4661102
260,107985,Gov. D. M. Camerino ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus II,grade 1,male,172,14.4424202,120.923935
261,107880,Gov. P. F. Espiritu ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,410,14.4558638,120.9554822
262,108157,Gregorio B. Fojas MS (Calibuyo ES),IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 1,male,147,14.3583564,120.8069143
263,109750,Guadalupe Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Ambray,grade 1,male,37,14.273016,121.4562225
264,109806,Guerilla Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Sto. Angel,grade 1,male,66,14.0805672,121.3386441
265,108242,Guinting Elementary School,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 1,male,7,14.2351506,121.1584034
266,108119,Guitasin Primary School,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,3,14.254892,121.030136
267,108243,Gulod ES,IV-A (CALABARZON),Laguna,Cabuyao,Laguna,Cabuyao,grade 1,male,111,14.2563099,121.162448
268,107992,Guyam ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,21,14.1592575,120.867602
269,107993,Guyam Munti ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,17,14.1555637,120.8707085
270,107929,Guyung-Guyong ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 1,male,15,14.177918,120.808851
271,107870,Habay ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor I,grade 1,male,374,14.4470919,120.9450453
272,107859,Halang Banaybanay ES,IV-A (CALABARZON),Cavite,Amadeo,Cavite,Amadeo,grade 1,male,36,14.201084,120.92932
273,108070,Halang ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic II,grade 1,male,58,14.2926723,120.8010752
274,109831,Halang ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 1,male,99,14.193876,121.159936
275,108162,Halayhay ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 1,male,102,14.3729521,120.8183077
276,108489,Halayhayin ES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 1,male,72,14.4283906,121.465614
277,109860,Hornalan ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 1,male,13,14.1750741,121.0822362
278,108120,Hoyo PS,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,30,14.1967186,121.0120069
279,108182,Hugo Perez ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 1,male,97,14.2607331,120.8962134
280,108121,Hukay ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,31,14.217119,121.0160894
281,107903,Humayao ES,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 1,male,56,14.2652694,120.945999
282,108103,Iba ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 1,male,41,14.2251168,120.9847642
283,108374,Ibaba ES,IV-A (CALABARZON),Laguna,Paete,Laguna,Paete,grade 1,male,49,14.363851,121.4792676
284,108063,Ibayo ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 1,male,116,14.3221338,120.7625573
285,108257,Imok ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,31,14.1226029,121.3031287
286,107974,Imus Pilot ES,IV-A (CALABARZON),Cavite,Imus,Cavite,Imus I,grade 1,male,366,14.4260063,120.9390927
287,108276,Inao-Awan ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 1,male,7,14.2545662,121.5284363
288,108122,Inchican ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,95,14.2368641,121.0378102
289,107994,Indang CES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,103,14.1992179,120.8908655
290,107995,Indang East ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,37,14.1912563,120.8794996
291,107948,Ipilan Barrio School,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 1,male,23,14.321357,120.920775
292,108143,Isidro Cuadra ES (Asisan ES),IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 1,male,33,14.0987947,120.9083435
293,108397,J. Fernandez Y Zoril (Asufre),IV-A (CALABARZON),Laguna,Pangil,Laguna,Pangil-Pakil,grade 1,male,23,14.4030552,121.4661102
294,108460,J. Santiago Elementary School,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 1,male,32,14.5477992,121.461766
295,107949,Javalera ES,IV-A (CALABARZON),Cavite,General Trias,Cavite,General Trias I,grade 1,male,72,14.2637648,120.9130435
296,108381,"Jose A. Gallardo, Sr. ES (Magdapio ES)",IV-A (CALABARZON),Laguna,Pagsanjan,Laguna,Pagsanjan,grade 1,male,24,14.2668864,121.4600369
297,109780,Jose De Mesa Elementary School,IV-A (CALABARZON),Laguna,San Pablo City,San Pablo City,Fule Almeda,grade 1,male,19,14.0124438,121.27563
298,109816,Jose Platon Memorial School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 1,male,91,14.1669753,121.1460698
299,109817,Jose Rizal MS,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 1,male,504,14.2136037,121.1668342
300,108475,Jose Zavalla Memorial Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District III,grade 1,male,216,14.3024368,121.1097717
301,109629,Julian R. Felipe ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City I District,grade 1,male,249,14.488348,120.896722
302,108164,Julugan ES,IV-A (CALABARZON),Cavite,Tanza,Cavite,Tanza,grade 1,male,230,14.4057872,120.8463054
303,164502,Kabaritan Elementary,IV-A (CALABARZON),Laguna,Bay,Laguna,Bay,grade 1,male,50,14.1438999,121.26193
304,108358,Kabubuhayan ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 1,male,53,14.2075671,121.4013285
305,107930,Kabulusan ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 1,male,12,14.1931169,120.792458
306,108398,Kabulusan ES,IV-A (CALABARZON),Laguna,Pakil,Laguna,Pangil-Pakil,grade 1,male,59,14.3687403,121.3898962
307,108021,Kaingen-Poblacion ES,IV-A (CALABARZON),Cavite,Kawit,Cavite,Kawit,grade 1,male,36,14.440992,120.9037639
308,108144,Kalabuso ES,IV-A (CALABARZON),Cavite,Tagaytay City,Cavite,Tagaytay City,grade 1,male,17,14.145549,121.0363768
309,108104,Kalubkob ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 1,male,35,14.2097842,120.9550635
310,108183,Kanggahan ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 1,male,175,14.2794935,120.8461238
311,108123,Kaong ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,135,14.24763,121.0077058
312,108490,Kapatalan ES,IV-A (CALABARZON),Laguna,Siniloan,Laguna,Siniloan,grade 1,male,60,14.4544406,121.5070235
313,108105,Kasuyan ES (Kasuyan-Ilang Ilang ES),IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 1,male,12,14.2614742,120.9347413
314,109845,Kay Anlog ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 1,male,27,14.1606675,121.1108895
315,107931,Kaymisas ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 1,male,20,14.1599616,120.8168718
316,107932,Kaypaaba ES,IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,Cavite,General E. Aguinaldo,grade 1,male,20,14.1784322,120.7867129
317,107996,Kayquit ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,39,14.1819844,120.8800378
318,107997,Kaytambog ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang I,grade 1,male,11,14.1776375,120.8742968
319,164005,Kaytapos ES,IV-A (CALABARZON),Cavite,Indang,Cavite,Indang II,grade 1,male,15,14.1970637,120.8829082
320,107844,Kaytitinga ES,IV-A (CALABARZON),Cavite,Alfonso,Cavite,Alfonso,grade 1,male,75,14.1015538,120.8283589
321,109818,La Mesa Elementary School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 1,male,65,14.180819,121.156669
322,108064,Labac ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 1,male,106,14.3291754,120.8032435
323,108359,Labangan ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 1,male,6,14.1975306,121.4008405
324,108476,Labas Elementary School,IV-A (CALABARZON),Laguna,City of Santa Rosa,Sta. Rosa City,City of Sta. Rosa District I,grade 1,male,156,14.306489,121.111095
325,108407,Labuin ES,IV-A (CALABARZON),Laguna,Pila,Laguna,Pila,grade 1,male,49,14.2481387,121.369887
326,109632,Ladislao Diwa ES,IV-A (CALABARZON),Cavite,Cavite City,Cavite City,Cavite City II District,grade 1,male,349,14.4765311,120.8924325
327,109846,Laguerta ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 1,male,13,14.1748728,121.0962754
328,108422,Laguna Resett. Comm. Sch.,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 1,male,215,14.3647152,121.0560618
329,108124,Lalaan CS,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,125,14.1863007,120.9675551
330,108125,Lalaan I ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang II,grade 1,male,35,14.1863007,120.9675551
331,108306,Lalakay ES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 1,male,68,14.1707541,121.2068397
332,108258,Lamot ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,35,14.161553,121.3296349
333,108259,Lamot ES - Annex,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,31,14.1545796,121.3254773
334,108423,Landayan ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 1,male,301,14.3633867,121.058413
335,108424,Langgam ES,IV-A (CALABARZON),Laguna,San Pedro,Laguna,San Pedro,grade 1,male,284,14.3278898,121.0148742
336,107904,Langkaan ES,IV-A (CALABARZON),Cavite,City of Dasmarinas,Dasmarinas City,DasmariÐas I,grade 1,male,159,14.2990183,120.9589699
337,108221,Langkiwa ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,62,14.2961505,121.0619338
338,107895,Lantic ES,IV-A (CALABARZON),Cavite,Carmona,Cavite,Carmona,grade 1,male,70,14.286959,121.0392436
339,108184,Lapidario ES,IV-A (CALABARZON),Cavite,Trece Martires City (Capital),Cavite,Trece Martirez City,grade 1,male,199,14.2716513,120.8671631
340,109847,Latian Elementary School,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 1,male,54,14.233303,121.12118
341,164506,Laurel ES,IV-A (CALABARZON),Laguna,Santa Maria,Laguna,Santa Maria,grade 1,male,3,14.5128779,121.43419
342,109848,Lawa ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City West,grade 1,male,123,14.2083377,121.1466963
343,164517,Layasin Elementary School,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 1,male,11,14.2475522,121.5010868
344,108041,Layong Mabilog ES,IV-A (CALABARZON),Cavite,Maragondon,Cavite,Maragondon,grade 1,male,6,14.2733335,120.7383347
345,108277,Layug ES,IV-A (CALABARZON),Laguna,Cavinti,Laguna,Cavinti,grade 1,male,7,14.2248161,121.5298637
346,108360,Lazaan-Malinao ES,IV-A (CALABARZON),Laguna,Nagcarlan,Laguna,Nagcarlan-Rizal,grade 1,male,31,14.1056011,121.4408092
347,109819,Lecheria ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East I,grade 1,male,103,14.2039603,121.1681753
348,108326,Lewin ES,IV-A (CALABARZON),Laguna,Lumban,Laguna,Lumban-Kalayaan,grade 1,male,24,14.3118285,121.4884624
349,107881,Ligas I ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,155,14.4528115,120.9682722
350,107882,Ligas II ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,87,14.4478495,120.966838
351,107883,Likha Molino IV ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,245,14.3816377,120.9763622
352,108297,Liliw CES,IV-A (CALABARZON),Laguna,Liliw,Laguna,Liliw,grade 1,male,177,14.1364476,121.4399041
353,108260,Limao ES,IV-A (CALABARZON),Laguna,Calauan,Laguna,Calauan,grade 1,male,17,14.0924934,121.2454674
354,108408,Linga ES,IV-A (CALABARZON),Laguna,Pila,Laguna,Pila,grade 1,male,70,14.2571038,121.3613106
355,109832,Lingga ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 1,male,122,14.2111198,121.1810608
356,164012,Lino Bocalan ES,IV-A (CALABARZON),Cavite,Naic,Cavite,Naic I,grade 1,male,37,14.3431971,120.7809049
357,108106,Litlit ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 1,male,45,14.2265154,120.9388678
358,107860,Loma ES,IV-A (CALABARZON),Cavite,Amadeo,Cavite,Amadeo,grade 1,male,23,14.1518319,120.9288256
359,108222,Loma ES,IV-A (CALABARZON),Laguna,City of Binan,Laguna,BiÐan,grade 1,male,49,14.2916536,121.06934
360,107884,Longos ES,IV-A (CALABARZON),Cavite,Bacoor,Cavite,Bacoor II,grade 1,male,124,14.4680615,120.9690017
361,108327,Longos ES,IV-A (CALABARZON),Laguna,Kalayaan,Laguna,Lumban-Kalayaan,grade 1,male,76,14.3423192,121.5084511
362,109833,Looc ES,IV-A (CALABARZON),Laguna,City of Calamba,Calamba City,Calamba City East II,grade 1,male,212,14.2280679,121.1796292
363,108307,LOPEZ ELEM,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 1,male,245,14.174129,121.2435243
364,108308,Los Banos CES,IV-A (CALABARZON),Laguna,Los Banos,Laguna,Los BaÐos,grade 1,male,153,14.1648491,121.2412634
365,108107,Lucsuhin ES,IV-A (CALABARZON),Cavite,Silang,Cavite,Silang I,grade 1,male,38,14.2180767,120.9618181
